time,watts,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,temp,torque,fixed_altitude,GarminGCT,GarminRunCadenceSpm,GarminStepLength,GarminVerticalRatio,Garminverticaloscillation
69,262,80,127,144.24,129.0,33.92761,-117.89202,2.361,29,31,126.0,289.0,160.0,874.0,9.73,85.0
70,257,81,128,146.24,129.0,33.927612,-117.892,2.361,29,30,126.0,289.0,162.0,874.0,9.73,85.0
71,251,81,128,147.94,129.0,33.927616,-117.89198,2.361,29,30,126.0,289.0,162.0,874.0,9.73,85.0
72,242,81,128,149.72,129.0,33.927628,-117.89196,2.351,29,29,126.0,286.0,162.0,860.0,9.7,83.5
73,240,81,128,151.56,128.8,33.92763,-117.891945,2.342,29,28,126.0,289.0,162.0,867.0,9.78,84.8
74,238,80,129,152.88,128.8,33.927635,-117.89193,2.333,29,28,127.0,289.0,160.0,863.0,9.81,84.7
75,237,80,129,155.05,128.8,33.927628,-117.8919,2.314,29,28,127.0,293.0,160.0,867.0,9.87,85.7
76,235,80,129,157.27,128.8,33.927616,-117.89188,2.295,29,28,127.0,294.0,160.0,860.0,9.89,85.1
77,234,79,130,160.16,128.8,33.927597,-117.89186,2.286,29,28,127.0,297.0,158.0,868.0,9.97,86.5
78,233,80,130,163.08,128.6,33.92757,-117.89185,2.286,29,28,126.0,297.0,160.0,868.0,9.97,86.5
79,232,81,130,165.62,128.6,33.92755,-117.89184,2.295,29,27,126.0,294.0,162.0,860.0,9.89,85.1
80,232,81,130,168.38,128.4,33.927525,-117.89183,2.305,29,27,126.0,287.0,162.0,843.0,9.8,82.6
81,232,81,130,170.7,128.0,33.9275,-117.89184,2.305,29,27,126.0,287.0,162.0,843.0,9.8,82.6
82,233,81,131,173.64,128.0,33.92748,-117.89184,2.314,29,27,126.0,286.0,162.0,846.0,9.81,83.1
83,233,81,131,176.51,127.8,33.927452,-117.89184,2.314,29,27,126.0,286.0,162.0,846.0,9.81,83.1
84,234,81,132,178.81,127.8,33.927433,-117.89184,2.333,29,28,126.0,286.0,162.0,853.0,9.76,83.3
85,233,82,132,181.08,127.8,33.927414,-117.89183,2.342,29,27,126.0,286.0,164.0,856.0,9.73,83.4
86,231,82,132,183.12,127.8,33.92739,-117.89182,2.342,29,27,126.0,286.0,164.0,856.0,9.73,83.4
87,230,82,133,185.16,127.8,33.927376,-117.891815,2.342,29,27,126.0,286.0,164.0,856.0,9.73,83.4
88,227,81,133,187.92,127.8,33.92735,-117.8918,2.342,29,27,126.0,286.0,162.0,856.0,9.73,83.4
89,225,81,133,190.49,127.8,33.92733,-117.89179,2.342,29,27,126.0,286.0,162.0,856.0,9.73,83.4
90,223,81,134,193.2,127.6,33.92731,-117.89177,2.342,29,26,127.0,286.0,162.0,856.0,9.73,83.4
91,224,81,134,195.98,127.6,33.927284,-117.89176,2.351,29,26,127.0,286.0,162.0,860.0,9.7,83.5
92,224,81,134,198.53,127.4,33.92727,-117.89175,2.361,29,26,127.0,285.0,162.0,863.0,9.71,83.9
93,225,81,134,200.94,127.4,33.92725,-117.89173,2.37,29,27,127.0,285.0,162.0,867.0,9.69,84.0
94,225,81,133,203.6,127.4,33.927223,-117.89172,2.37,29,27,127.0,285.0,162.0,867.0,9.69,84.0
95,224,81,133,205.63,127.2,33.927216,-117.89171,2.37,29,26,128.0,285.0,162.0,867.0,9.69,84.0
96,225,82,133,207.9,127.2,33.927197,-117.89169,2.379,29,26,128.0,285.0,164.0,870.0,9.66,84.1
97,226,82,133,210.34,127.4,33.927174,-117.891685,2.379,29,26,127.0,285.0,164.0,870.0,9.66,84.1
98,228,82,133,212.83,127.4,33.92716,-117.89167,2.379,29,27,128.0,285.0,164.0,870.0,9.66,84.1
99,229,82,132,215.46,127.4,33.92714,-117.89165,2.379,29,27,128.0,285.0,164.0,870.0,9.66,84.1
100,229,82,132,218.3,127.4,33.92712,-117.89163,2.379,29,27,128.0,285.0,164.0,870.0,9.66,84.1
101,230,82,131,220.71,127.2,33.92711,-117.89161,2.389,29,27,128.0,285.0,164.0,873.0,9.63,84.2
102,231,82,131,223.34,127.0,33.927086,-117.891594,2.398,29,27,128.0,284.0,164.0,877.0,9.65,84.6
103,231,82,130,225.67,127.0,33.92707,-117.89158,2.398,29,27,128.0,284.0,164.0,877.0,9.65,84.6
104,231,82,130,227.89,126.8,33.927055,-117.89156,2.407,29,27,128.0,284.0,164.0,880.0,9.62,84.7
105,231,82,130,230.12,126.6,33.92704,-117.89155,2.407,29,27,128.0,284.0,164.0,880.0,9.62,84.7
106,229,82,130,232.22,126.6,33.92703,-117.89153,2.398,29,27,128.0,284.0,164.0,877.0,9.65,84.6
107,229,82,130,234.52,126.6,33.927013,-117.89151,2.398,29,27,128.0,284.0,164.0,877.0,9.65,84.6
108,230,82,130,236.83,126.6,33.926994,-117.891495,2.398,29,27,128.0,284.0,164.0,877.0,9.65,84.6
109,230,82,130,239.23,126.6,33.926983,-117.89148,2.389,29,27,128.0,285.0,164.0,873.0,9.63,84.2
110,230,82,130,242.02,126.6,33.926956,-117.891464,2.389,29,27,128.0,285.0,164.0,873.0,9.63,84.2
111,230,82,129,244.5,126.4,33.926945,-117.89144,2.389,29,27,128.0,285.0,164.0,873.0,9.63,84.2
112,231,82,129,247.26,126.4,33.92693,-117.89142,2.398,29,27,128.0,284.0,164.0,877.0,9.65,84.6
113,235,82,129,249.34,126.4,33.92691,-117.89141,2.407,29,27,127.0,284.0,164.0,880.0,9.62,84.7
114,237,82,128,251.38,126.4,33.9269,-117.891396,2.407,29,28,127.0,284.0,164.0,880.0,9.62,84.7
115,238,82,128,253.85,126.6,33.92688,-117.89137,2.407,29,28,127.0,284.0,164.0,880.0,9.62,84.7
116,237,82,128,256.51,126.6,33.926865,-117.89136,2.398,29,28,127.0,284.0,164.0,877.0,9.65,84.6
117,238,82,128,258.82,126.4,33.92685,-117.89134,2.398,29,28,127.0,284.0,164.0,877.0,9.65,84.6
118,240,82,128,261.22,126.4,33.926826,-117.89133,2.407,29,28,127.0,284.0,164.0,880.0,9.62,84.7
119,240,82,129,263.58,126.4,33.92681,-117.89131,2.407,29,28,127.0,284.0,164.0,880.0,9.62,84.7
120,241,82,128,266.91,126.2,33.926792,-117.89129,2.407,29,28,127.0,284.0,164.0,880.0,9.62,84.7
121,242,82,128,269.21,126.2,33.926773,-117.89127,2.407,29,28,127.0,284.0,164.0,880.0,9.62,84.7
122,244,82,129,271.14,126.2,33.92676,-117.89126,2.426,29,28,126.0,284.0,164.0,887.0,9.57,84.9
123,243,83,129,274.14,126.2,33.92674,-117.89124,2.426,29,28,126.0,281.0,166.0,876.0,9.52,83.5
124,242,83,130,276.16,126.2,33.926727,-117.89123,2.426,29,28,126.0,281.0,166.0,876.0,9.52,83.5
125,241,83,131,278.45,126.2,33.926712,-117.89121,2.417,29,28,126.0,281.0,166.0,873.0,9.54,83.4
126,242,83,132,280.67,126.2,33.92669,-117.891205,2.417,29,28,126.0,281.0,166.0,873.0,9.54,83.4
127,243,83,132,282.55,126.2,33.92668,-117.89119,2.417,29,28,126.0,281.0,166.0,873.0,9.54,83.4
128,244,83,132,284.91,126.2,33.926662,-117.89117,2.417,29,28,126.0,281.0,166.0,873.0,9.54,83.4
129,244,82,133,287.61,126.4,33.92664,-117.89115,2.407,29,28,126.0,281.0,164.0,870.0,9.57,83.3
130,245,82,134,290.0,126.4,33.926624,-117.89114,2.407,29,29,126.0,284.0,164.0,880.0,9.62,84.7
131,245,82,134,292.27,126.4,33.92661,-117.89113,2.407,29,29,125.0,284.0,164.0,880.0,9.62,84.7
132,244,82,134,294.14,126.2,33.926598,-117.89111,2.407,29,28,126.0,281.0,164.0,870.0,9.57,83.3
133,244,83,134,296.56,126.2,33.92658,-117.89109,2.407,29,28,125.0,281.0,166.0,870.0,9.57,83.3
134,243,82,134,298.99,126.0,33.926556,-117.89108,2.398,29,28,125.0,281.0,164.0,866.0,9.6,83.2
135,244,82,134,301.24,125.8,33.926544,-117.89107,2.398,29,28,125.0,284.0,164.0,877.0,9.65,84.6
136,244,82,134,303.62,125.8,33.926525,-117.89105,2.398,29,28,125.0,284.0,164.0,877.0,9.65,84.6
137,243,81,134,306.36,125.8,33.926502,-117.89104,2.389,29,29,125.0,285.0,162.0,873.0,9.63,84.2
138,244,81,134,308.72,125.8,33.926487,-117.89102,2.389,29,29,125.0,288.0,162.0,884.0,9.69,85.7
139,244,81,134,311.33,125.6,33.92647,-117.891,2.398,29,29,125.0,288.0,162.0,888.0,9.66,85.8
140,243,81,134,313.68,125.4,33.926453,-117.89099,2.398,29,29,125.0,288.0,162.0,888.0,9.66,85.8
141,243,80,134,316.11,125.2,33.92644,-117.89097,2.398,29,29,125.0,288.0,160.0,888.0,9.66,85.8
142,241,80,134,318.72,125.0,33.92642,-117.89095,2.398,29,29,125.0,288.0,160.0,888.0,9.66,85.8
143,240,80,133,320.83,124.8,33.926407,-117.89094,2.398,29,29,125.0,288.0,160.0,888.0,9.66,85.8
144,238,80,133,323.31,124.6,33.92639,-117.890915,2.398,29,28,125.0,288.0,160.0,888.0,9.66,85.8
145,237,81,133,325.92,124.4,33.92637,-117.8909,2.398,29,28,125.0,284.0,162.0,877.0,9.65,84.6
146,235,82,133,328.22,124.2,33.926353,-117.890884,2.398,29,27,126.0,284.0,164.0,877.0,9.65,84.6
147,232,82,133,330.54,124.2,33.926334,-117.89087,2.407,29,27,126.0,284.0,164.0,880.0,9.62,84.7
148,229,82,132,332.92,124.0,33.92631,-117.89087,2.407,29,27,125.0,284.0,164.0,880.0,9.62,84.7
149,227,82,133,335.23,124.0,33.9263,-117.89085,2.407,29,26,126.0,284.0,164.0,880.0,9.62,84.7
150,224,82,132,337.72,124.0,33.926277,-117.89084,2.407,29,26,126.0,284.0,164.0,880.0,9.62,84.7
151,222,81,132,340.01,123.8,33.926258,-117.89084,2.407,29,26,125.0,284.0,162.0,880.0,9.62,84.7
152,220,81,132,342.45,123.8,33.926235,-117.89082,2.398,29,26,125.0,284.0,162.0,877.0,9.65,84.6
153,219,81,131,345.42,123.6,33.92621,-117.89083,2.407,29,26,125.0,284.0,162.0,880.0,9.62,84.7
154,219,82,131,347.65,123.4,33.92619,-117.89082,2.407,29,26,125.0,284.0,164.0,880.0,9.62,84.7
155,220,82,131,349.79,123.4,33.92617,-117.890816,2.417,30,26,125.0,284.0,164.0,884.0,9.59,84.8
156,221,81,131,352.41,123.4,33.926144,-117.890816,2.417,29,26,125.0,284.0,162.0,884.0,9.59,84.8
157,221,81,130,354.39,123.2,33.92613,-117.89081,2.417,29,26,125.0,284.0,162.0,884.0,9.59,84.8
158,220,81,130,356.92,123.2,33.92611,-117.8908,2.407,29,26,125.0,287.0,162.0,891.0,9.67,86.2
159,221,81,129,359.44,123.2,33.926083,-117.89081,2.407,29,26,125.0,284.0,162.0,880.0,9.62,84.7
160,223,81,129,361.45,123.2,33.926067,-117.89079,2.407,29,26,125.0,284.0,162.0,880.0,9.62,84.7
161,224,81,128,364.28,123.2,33.92604,-117.89079,2.407,29,26,125.0,284.0,162.0,880.0,9.62,84.7
162,226,81,128,366.57,123.2,33.92602,-117.89079,2.407,29,27,125.0,284.0,162.0,880.0,9.62,84.7
163,228,81,128,368.63,123.2,33.926003,-117.890785,2.407,29,27,125.0,284.0,162.0,880.0,9.62,84.7
164,229,81,127,370.9,123.2,33.92598,-117.89079,2.407,29,27,124.0,284.0,162.0,880.0,9.62,84.7
165,230,81,127,373.16,123.2,33.92596,-117.890785,2.398,29,27,124.0,284.0,162.0,877.0,9.65,84.6
166,231,81,127,375.16,123.0,33.92594,-117.890785,2.398,29,27,124.0,284.0,162.0,877.0,9.65,84.6
167,233,82,127,377.29,122.8,33.925922,-117.89081,2.398,29,27,124.0,284.0,164.0,877.0,9.65,84.6
168,234,82,127,379.39,122.8,33.925907,-117.89082,2.389,29,27,124.0,285.0,164.0,873.0,9.63,84.2
169,235,83,128,381.93,122.8,33.925896,-117.89085,2.379,30,27,124.0,282.0,166.0,859.0,9.61,82.7
170,238,82,128,384.43,122.6,33.925896,-117.89088,2.379,29,28,124.0,282.0,164.0,859.0,9.61,82.7
171,240,82,128,387.02,122.6,33.925888,-117.8909,2.379,29,28,124.0,285.0,164.0,870.0,9.66,84.1
172,240,82,128,389.76,122.6,33.92589,-117.89093,2.379,30,28,124.0,285.0,164.0,870.0,9.66,84.1
173,240,82,128,392.14,122.6,33.92589,-117.89096,2.379,29,28,124.0,285.0,164.0,870.0,9.66,84.1
174,242,82,128,394.49,122.4,33.925888,-117.89098,2.389,29,28,124.0,285.0,164.0,873.0,9.63,84.2
175,243,81,128,396.91,122.4,33.925888,-117.89101,2.389,29,29,124.0,285.0,162.0,873.0,9.63,84.2
176,243,81,128,399.22,122.4,33.925888,-117.89104,2.389,29,29,124.0,285.0,162.0,873.0,9.63,84.2
177,243,81,128,401.59,122.2,33.925884,-117.89106,2.389,29,29,124.0,285.0,162.0,873.0,9.63,84.2
178,243,81,128,404.05,122.2,33.925888,-117.89108,2.389,29,29,124.0,288.0,162.0,884.0,9.69,85.7
179,243,81,128,405.89,122.0,33.925888,-117.891106,2.389,30,29,124.0,288.0,162.0,884.0,9.69,85.7
180,243,81,128,407.98,122.0,33.925884,-117.89113,2.389,29,29,124.0,288.0,162.0,884.0,9.69,85.7
181,242,81,128,410.49,122.0,33.925888,-117.89116,2.37,29,29,123.0,288.0,162.0,877.0,9.74,85.5
182,242,81,127,412.49,122.0,33.925884,-117.891174,2.37,29,29,123.0,288.0,162.0,877.0,9.74,85.5
183,243,81,127,415.35,122.0,33.925888,-117.891205,2.37,29,29,123.0,288.0,162.0,877.0,9.74,85.5
184,243,81,127,417.7,122.0,33.92589,-117.891235,2.37,30,29,123.0,288.0,162.0,877.0,9.74,85.5
185,244,81,127,419.91,122.0,33.925888,-117.89125,2.37,30,29,123.0,288.0,162.0,877.0,9.74,85.5
186,244,81,126,422.58,122.0,33.92589,-117.89129,2.37,29,29,123.0,285.0,162.0,867.0,9.69,84.0
187,244,81,127,425.04,121.8,33.92589,-117.89131,2.37,30,29,122.0,285.0,162.0,867.0,9.69,84.0
188,246,82,127,427.62,122.0,33.92589,-117.891335,2.37,30,29,122.0,285.0,164.0,867.0,9.69,84.0
189,247,82,127,430.01,122.0,33.925896,-117.891365,2.37,29,29,122.0,285.0,164.0,867.0,9.69,84.0
190,249,82,128,432.23,122.0,33.925896,-117.89139,2.379,30,29,122.0,285.0,164.0,870.0,9.66,84.1
191,249,82,128,434.35,122.0,33.925896,-117.89141,2.379,30,29,122.0,285.0,164.0,870.0,9.66,84.1
192,248,82,128,436.33,122.0,33.9259,-117.89143,2.37,30,29,122.0,285.0,164.0,867.0,9.69,84.0
193,249,82,128,438.14,122.0,33.925896,-117.89145,2.37,30,29,122.0,285.0,164.0,867.0,9.69,84.0
194,249,82,128,440.64,121.8,33.92589,-117.89148,2.361,30,29,122.0,285.0,164.0,863.0,9.71,83.9
195,248,82,128,442.97,121.8,33.925896,-117.8915,2.351,30,29,122.0,286.0,164.0,860.0,9.7,83.5
196,248,82,128,445.08,121.8,33.92589,-117.891525,2.351,30,29,122.0,286.0,164.0,860.0,9.7,83.5
197,247,82,128,448.0,121.6,33.9259,-117.891556,2.351,30,29,122.0,286.0,164.0,860.0,9.7,83.5
198,246,82,129,450.62,121.6,33.9259,-117.89159,2.342,30,29,122.0,286.0,164.0,856.0,9.73,83.4
199,247,81,129,452.95,121.4,33.9259,-117.89161,2.351,30,29,122.0,286.0,162.0,860.0,9.7,83.5
200,248,81,130,455.44,121.4,33.9259,-117.89164,2.361,30,29,122.0,285.0,162.0,863.0,9.71,83.9
201,246,82,130,457.69,121.4,33.925896,-117.89166,2.361,30,29,122.0,282.0,164.0,853.0,9.67,82.5
202,246,82,130,460.36,121.4,33.925896,-117.89169,2.361,30,29,122.0,282.0,164.0,853.0,9.67,82.5
203,246,83,129,462.92,121.2,33.9259,-117.891716,2.361,30,28,122.0,282.0,166.0,853.0,9.67,82.5
204,246,82,130,465.47,121.4,33.9259,-117.89175,2.361,29,29,122.0,282.0,164.0,853.0,9.67,82.5
205,248,82,130,468.43,121.2,33.92591,-117.89178,2.37,30,29,122.0,285.0,164.0,867.0,9.69,84.0
206,247,82,129,470.72,121.2,33.92591,-117.8918,2.37,30,29,122.0,285.0,164.0,867.0,9.69,84.0
207,249,82,129,472.87,121.2,33.92591,-117.89182,2.389,30,29,122.0,285.0,164.0,873.0,9.63,84.2
208,249,81,129,475.24,121.2,33.925915,-117.89185,2.389,30,29,122.0,285.0,162.0,873.0,9.63,84.2
209,247,81,128,477.58,121.2,33.925915,-117.89188,2.379,30,29,122.0,285.0,162.0,870.0,9.66,84.1
210,248,81,128,480.11,121.2,33.925907,-117.89191,2.379,29,29,122.0,288.0,162.0,881.0,9.71,85.6
211,249,81,128,482.51,121.2,33.9259,-117.89193,2.379,30,29,122.0,288.0,162.0,881.0,9.71,85.6
212,251,81,128,484.59,121.2,33.925884,-117.891945,2.389,30,30,122.0,288.0,162.0,884.0,9.69,85.7
213,253,81,128,487.07,121.4,33.925865,-117.89196,2.389,30,30,122.0,288.0,162.0,884.0,9.69,85.7
214,251,81,128,489.31,121.4,33.92585,-117.891975,2.379,29,30,122.0,285.0,162.0,870.0,9.66,84.1
215,252,81,128,491.24,121.4,33.92583,-117.89198,2.379,30,30,122.0,285.0,162.0,870.0,9.66,84.1
216,252,82,128,493.89,121.6,33.925808,-117.89199,2.379,30,29,122.0,285.0,164.0,870.0,9.66,84.1
217,251,82,129,496.33,121.6,33.925785,-117.892,2.37,30,29,122.0,285.0,164.0,867.0,9.69,84.0
218,251,82,129,498.56,121.6,33.92577,-117.89199,2.37,30,29,122.0,285.0,164.0,867.0,9.69,84.0
219,253,82,129,501.1,121.4,33.925743,-117.892,2.37,30,29,122.0,285.0,164.0,867.0,9.69,84.0
220,253,82,130,503.21,121.4,33.925728,-117.89199,2.37,30,29,122.0,285.0,164.0,867.0,9.69,84.0
221,253,82,131,505.38,121.4,33.925705,-117.89199,2.37,30,29,122.0,285.0,164.0,867.0,9.69,84.0
222,253,82,131,507.62,121.6,33.925682,-117.89199,2.37,30,29,122.0,285.0,164.0,867.0,9.69,84.0
223,253,82,132,510.03,121.6,33.925667,-117.891975,2.37,30,29,121.0,285.0,164.0,867.0,9.69,84.0
224,253,82,132,512.78,121.6,33.92564,-117.891975,2.361,30,29,121.0,285.0,164.0,863.0,9.71,83.9
225,254,82,132,514.87,121.6,33.92562,-117.891975,2.361,30,30,121.0,285.0,164.0,863.0,9.71,83.9
226,255,82,132,517.62,121.6,33.9256,-117.89197,2.37,30,30,121.0,285.0,164.0,867.0,9.69,84.0
227,256,82,132,520.24,121.6,33.92557,-117.89197,2.37,30,30,121.0,285.0,164.0,867.0,9.69,84.0
228,257,83,133,522.31,121.6,33.925556,-117.89196,2.37,30,30,121.0,282.0,166.0,856.0,9.64,82.6
229,256,83,133,525.25,121.4,33.92553,-117.89196,2.37,30,29,121.0,282.0,166.0,856.0,9.64,82.6
230,255,83,133,527.91,121.6,33.925507,-117.89196,2.379,30,29,121.0,282.0,166.0,859.0,9.61,82.7
231,254,83,132,530.1,121.6,33.92549,-117.89195,2.379,30,29,121.0,282.0,166.0,859.0,9.61,82.7
232,255,83,133,532.69,121.4,33.925465,-117.89196,2.389,30,29,121.0,282.0,166.0,863.0,9.59,82.8
233,254,83,133,534.54,121.4,33.925446,-117.89195,2.389,30,29,121.0,282.0,166.0,863.0,9.59,82.8
234,253,83,132,536.77,121.4,33.925423,-117.89195,2.389,30,29,121.0,282.0,166.0,863.0,9.59,82.8
235,253,83,133,539.52,121.4,33.9254,-117.89196,2.379,30,29,120.0,282.0,166.0,859.0,9.61,82.7
